plantId,scientificName,acceptedName,family,plantForm,flammabilityClass,ratingReason,recommendation,canonicalUrl,source,sourcePage,original,via,verdict,verdictRaw,claims,claimOriginal,score,plantPart,condition,sourcePlacement,edition,documentDate,sourceUrl,accessedOn
lolium-perenne,Lolium perenne,Lolium perenne,Poaceae,grass,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/lolium-perenne/,idaho-firewise-master-db,https://fireapproved.com/plants/source/idaho-firewise-master-db/,,,recommend,fire-resistance score 10 of 10,,,"{""value"":10,""scale"":""idaho-0-10""}",,,"{""value"":""plantable at 10' from home"",""scheme"":""idaho-distance""}",,,https://idahofirewise.org/wp-content/uploads/2017/04/FireXResistanceXofXPlantsXMasterXDatabase.pdf,2026-08-23T00:00:00.000Z
lolium-perenne,Lolium perenne,Lolium perenne,Poaceae,grass,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/lolium-perenne/,firesmart-bc,https://fireapproved.com/plants/source/firesmart-bc/,,,recommend,FireSmart-approved fire-resistant plant,,,,,,"{""value"":""suitable for HIZ intermediate zone (10-30 m)"",""scheme"":""firesmart-hiz""}",,,https://firesmartbc.ca/landscaping-hub/fire-resistant-plants/,2026-08-23T00:00:00.000Z
lolium-perenne,Lolium perenne,Lolium perenne,Poaceae,grass,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/lolium-perenne/,unr-compilation-good-plant-choices,https://fireapproved.com/plants/source/unr-compilation-good-plant-choices/,,,recommend,listed by at least two cited sources,"Compilation marks: OSU FRN 6, USU NR/FF/002.",,,,,,SP-05-16 (2005),2005-01-01T00:00:00.000Z,https://extension.unr.edu/publication.aspx?PubID=4762,2026-08-24T00:00:00.000Z
lolium-perenne,Lolium perenne,Lolium perenne,Poaceae,grass,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/lolium-perenne/,csu-6305,https://fireapproved.com/plants/source/csu-6305/,idaho-firewise-master-db,,recommend,ignitability score 10 of 10,CSU 6.305 table lists Lolium perenne (perennial ryegrass) with the preserved ignitability score.,,"{""value"":10,""scale"":""idaho-0-10""}",whole-plant,,"{""value"":""suitable for defensible-space zones 1-2 (score 8+)"",""scheme"":""csu-hiz""}",2025,2025-07-01T00:00:00.000Z,https://csfs.colostate.edu/wp-content/uploads/2025/08/CSFS_CSU-Ext_Fact-Sheets_IRLP_2025_081825-2_web_accessible.pdf,2026-08-23T00:00:00.000Z
lolium-perenne,Lolium perenne,Lolium perenne,Poaceae,grass,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/lolium-perenne/,nv-forestry-tahoe-landscaping-guide,https://fireapproved.com/plants/source/nv-forestry-tahoe-landscaping-guide/,,,recommend,"low — Ryegrass, perennial — Lolium perenne","Table 1's Fire Hazard column prints “low” for this taxon. The guide calls the rating a rough estimate of potential flammability, not a result of scientific trials. Its footnote says plants that turn brown often become high fire hazards and tells readers to mow grasses and forbs when they begin to turn brown. The turfgrass note says the low rating depends on consistent irrigation and mowing.",,,whole-plant,,"{""value"":""Fire Hazard column: low"",""scheme"":""tahoe-guide-2006""}",Bulletin 06-01 (2006),2006-01-01T00:00:00.000Z,https://forestry.nv.gov/uploads/missions/20210304_AMT_2006_Home_Landscaping_Guide_Lake_Tahoe.pdf,2026-08-25T00:00:00.000Z
lolium-temulentum,Lolium temulentum,Lolium temulentum,Poaceae,grass,mixed-evidence,mid-scale,candidate,https://fireapproved.com/plants/lolium-temulentum/,idaho-firewise-master-db,https://fireapproved.com/plants/source/idaho-firewise-master-db/,,,mixed,fire-resistance score 5 of 10,,,"{""value"":5,""scale"":""idaho-0-10""}",,,"{""value"":""plantable at 60' from home"",""scheme"":""idaho-distance""}",,,https://idahofirewise.org/wp-content/uploads/2017/04/FireXResistanceXofXPlantsXMasterXDatabase.pdf,2026-08-23T00:00:00.000Z
lolium,Lolium spp.,Lolium,Poaceae,grass,fire-resistant,consensus,on-list,https://fireapproved.com/plants/lolium/,firesmart-bc,https://fireapproved.com/plants/source/firesmart-bc/,,,recommend,FireSmart-approved fire-resistant plant,,,,,,"{""value"":""suitable for HIZ extended zone (30-100 m)"",""scheme"":""firesmart-hiz""}",,,https://firesmartbc.ca/landscaping-hub/fire-resistant-plants/,2026-08-23T00:00:00.000Z
lolium,Lolium spp.,Lolium,Poaceae,grass,fire-resistant,consensus,on-list,https://fireapproved.com/plants/lolium/,usu-firewise-plants-utah,https://fireapproved.com/plants/source/usu-firewise-plants-utah/,,,recommend,listed as a firewise plant for Utah landscapes,Source says the plant can be firewise when properly used and maintained. Source table name: Lolium species.,,,,,,2005 revision,2005-02-01T00:00:00.000Z,https://extension.usu.edu/smallfarms/files/FirewisePlantsUtLandscapes.pdf,2026-08-24T00:00:00.000Z
lolium,Lolium spp.,Lolium,Poaceae,grass,fire-resistant,consensus,on-list,https://fireapproved.com/plants/lolium/,msu-montguide-mt200101ag,https://fireapproved.com/plants/source/msu-montguide-mt200101ag/,,,recommend,listed fire-resistant,Listed among fire-resistant plant species adapted to Montana.,,,,,,Current as of 4/22,2022-04-01T00:00:00.000Z,https://extension-store.montana.edu/montguides/fire-resistant-plants-for-montana-landscapes,2026-08-24T00:00:00.000Z
lomandra-filiformis,Lomandra filiformis,Lomandra filiformis,Asparagaceae,grass,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomandra-filiformis/,canberra-plant-selector,https://fireapproved.com/plants/source/canberra-plant-selector/,,,recommend,Fire Retardant — Yes — Lomandra filiformis,The live Canberra Plant Selector marks “Lomandra filiformis” as “Fire Retardant: Yes.”,,,whole-plant,,"{""value"":""filtered result page 21"",""scheme"":""canberra-selector""}",live tool capture 2026-08-25,,https://plantselector.com.au/browse-plants/?fire_retardant%5B0%5D=1,2026-08-25T00:00:00.000Z
lomandra-glauca,Lomandra glauca,Lomandra glauca,Asparagaceae,grass,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomandra-glauca/,canberra-plant-selector,https://fireapproved.com/plants/source/canberra-plant-selector/,,,recommend,Fire Retardant — Yes — Lomandra glauca,The live Canberra Plant Selector marks “Lomandra glauca” as “Fire Retardant: Yes.”,,,whole-plant,,"{""value"":""filtered result page 15"",""scheme"":""canberra-selector""}",live tool capture 2026-08-25,,https://plantselector.com.au/browse-plants/?fire_retardant%5B0%5D=1,2026-08-25T00:00:00.000Z
lomandra-longifolia,Lomandra longifolia,Lomandra longifolia,Asparagaceae,grass,highly-flammable,limited-evidence,avoid,https://fireapproved.com/plants/lomandra-longifolia/,tfs-fire-resisting,https://fireapproved.com/plants/source/tfs-fire-resisting/,,,avoid,High Flammability,,,,,,"{""value"":""remove from the Building Protection Zone; avoid in the Fuel Modified Zone"",""scheme"":""tfs-bpz""}",2017,,https://www.fire.tas.gov.au/mysite/publications/1709%20Brochure.pdf,2026-08-23T00:00:00.000Z
lomandra-longifolia,Lomandra longifolia,Lomandra longifolia,Asparagaceae,grass,highly-flammable,limited-evidence,avoid,https://fireapproved.com/plants/lomandra-longifolia/,flamits,https://fireapproved.com/plants/source/flamits/,Dickinson1985,,not-rated,calorific value (kcal/kg): 4857.79,"FLAMITS record 2902; Combustibility measurement; plant part leaves; fuel dead; predrying yes; device calorimeter; site Dickinson1985-1; sampling winter. Primary study Dickinson1985: Dickinson, K. J. M., & Kirkpatrick, J. B. (1985). The flammability and energy content of some important plant-species and fuel components in the forests of Southeastern Tasmania. Journal of Biogeography, 12, 121-134.",,"{""value"":4857.79,""scale"":""FLAMITS — calorific value (kcal/kg)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomandra-longifolia,Lomandra longifolia,Lomandra longifolia,Asparagaceae,grass,highly-flammable,limited-evidence,avoid,https://fireapproved.com/plants/lomandra-longifolia/,flamits,https://fireapproved.com/plants/source/flamits/,Dickinson1985,,not-rated,rate of burning spread (cm/s): 0.35,"FLAMITS record 2912; Sustainability measurement; plant part leaves; fuel dead; predrying yes; device calorimeter; site Dickinson1985-1; sampling winter. Primary study Dickinson1985: Dickinson, K. J. M., & Kirkpatrick, J. B. (1985). The flammability and energy content of some important plant-species and fuel components in the forests of Southeastern Tasmania. Journal of Biogeography, 12, 121-134.",,"{""value"":0.35,""scale"":""FLAMITS — rate of burning spread (cm/s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomandra-longifolia,Lomandra longifolia,Lomandra longifolia,Asparagaceae,grass,highly-flammable,limited-evidence,avoid,https://fireapproved.com/plants/lomandra-longifolia/,flamits,https://fireapproved.com/plants/source/flamits/,Dickinson1985,,not-rated,calorific value (kcal/kg): 4882.64,"FLAMITS record 2932; Combustibility measurement; plant part leaves; fuel live; predrying yes; device calorimeter; site Dickinson1985-1; sampling winter. Primary study Dickinson1985: Dickinson, K. J. M., & Kirkpatrick, J. B. (1985). The flammability and energy content of some important plant-species and fuel components in the forests of Southeastern Tasmania. Journal of Biogeography, 12, 121-134.",,"{""value"":4882.64,""scale"":""FLAMITS — calorific value (kcal/kg)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomandra-longifolia,Lomandra longifolia,Lomandra longifolia,Asparagaceae,grass,highly-flammable,limited-evidence,avoid,https://fireapproved.com/plants/lomandra-longifolia/,flamits,https://fireapproved.com/plants/source/flamits/,Gill1996,,not-rated,time to flaming (s): 38.53,"FLAMITS record 3846; Ignitability measurement; plant part leaves; fuel live; predrying no; device muffle furnace; site Gill1996-1; sampling march to april. Primary study Gill1996: Gill, M., & Moore, P. (1996). Ignitibility of leaves of Australian plants. Centre for Plant Biodiversity Research, CSIRO Plant Industry.",,"{""value"":38.53,""scale"":""FLAMITS — time to flaming (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomandra-longifolia,Lomandra longifolia,Lomandra longifolia,Asparagaceae,grass,highly-flammable,limited-evidence,avoid,https://fireapproved.com/plants/lomandra-longifolia/,flamits,https://fireapproved.com/plants/source/flamits/,Gill1996,,not-rated,time to flaming (s): 11.13,"FLAMITS record 3895; Ignitability measurement; plant part leaves; fuel live; predrying yes; device muffle furnace; site Gill1996-1; sampling march to april. Primary study Gill1996: Gill, M., & Moore, P. (1996). Ignitibility of leaves of Australian plants. Centre for Plant Biodiversity Research, CSIRO Plant Industry.",,"{""value"":11.13,""scale"":""FLAMITS — time to flaming (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomandra-longifolia,Lomandra longifolia,Lomandra longifolia,Asparagaceae,grass,highly-flammable,limited-evidence,avoid,https://fireapproved.com/plants/lomandra-longifolia/,ozbreed-fire-retardant-plants,https://fireapproved.com/plants/source/ozbreed-fire-retardant-plants/,,,recommend,List 1 — Lomandra longifolia,The review places this taxon in its list backed by scientific evidence or longstanding use as a fire break.,,,whole-plant,,,2014 PDF,2014-01-23T00:00:00.000Z,https://www.ozbreed.com.au/download/fire_retardant_plants.pdf,2026-08-25T00:00:00.000Z
lomandra-obliqua,Lomandra obliqua,Lomandra obliqua,Asparagaceae,perennial,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomandra-obliqua/,flamits,https://fireapproved.com/plants/source/flamits/,Murray2013,,not-rated,time to flaming (s): 16.07,"FLAMITS record 9698; Ignitability measurement; plant part leaves; fuel live; predrying no; device muffle furnace; site Murray2013-1; sampling march to april. Primary study Murray2013: Murray, B. R., Hardstaff, L. K., & Phillips, M. L. (2013). Differences in leaf flammability, leaf traits and flammability-trait relationships between native and exotic plant species of dry sclerophyll forest. PLoS One, 8, e79205.",,"{""value"":16.07,""scale"":""FLAMITS — time to flaming (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomaria-nuda,Lomaria nuda,Lomaria nuda,Blechnaceae,perennial,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomaria-nuda/,canberra-plant-selector,https://fireapproved.com/plants/source/canberra-plant-selector/,,,recommend,Fire Retardant — Yes — Blechnum nudum,The live Canberra Plant Selector marks “Blechnum nudum” as “Fire Retardant: Yes.”,,,whole-plant,,"{""value"":""filtered result page 6"",""scheme"":""canberra-selector""}",live tool capture 2026-08-25,,https://plantselector.com.au/browse-plants/?fire_retardant%5B0%5D=1,2026-08-25T00:00:00.000Z
lomariocycas-tabularis,Lomariocycas tabularis,Lomariocycas tabularis,Blechnaceae,perennial,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomariocycas-tabularis/,flamits,https://fireapproved.com/plants/source/flamits/,Belcher2017,,not-rated,time to flaming (s): 5,"FLAMITS record 15840; Ignitability measurement; plant part litter; fuel all; predrying no; device calorimeter; site Belcher2017-1; sampling . Primary study Belcher2017: Belcher, C. M., & Hudspith, V. A. (2017). Changes to Cretaceous surface fire behaviour influenced the spread of the early angiosperms. New Phytologist, 213, 1521-1532.",,"{""value"":5,""scale"":""FLAMITS — time to flaming (s)""}",litter,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomariocycas-tabularis,Lomariocycas tabularis,Lomariocycas tabularis,Blechnaceae,perennial,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomariocycas-tabularis/,flamits,https://fireapproved.com/plants/source/flamits/,Belcher2017,,not-rated,calorific value (kcal/kg): 3386.83,"FLAMITS record 15847; Combustibility measurement; plant part litter; fuel all; predrying no; device calorimeter; site Belcher2017-1; sampling . Primary study Belcher2017: Belcher, C. M., & Hudspith, V. A. (2017). Changes to Cretaceous surface fire behaviour influenced the spread of the early angiosperms. New Phytologist, 213, 1521-1532.",,"{""value"":3386.83,""scale"":""FLAMITS — calorific value (kcal/kg)""}",litter,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomatia-arborescens,Lomatia arborescens,Lomatia arborescens,Proteaceae,shrub,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomatia-arborescens/,flamits,https://fireapproved.com/plants/source/flamits/,Clarke2014,,not-rated,time to flaming (s): 5.2,"FLAMITS record 1213; Ignitability measurement; plant part leaves; fuel dead; predrying yes; device burning bench; site Clarke2014-1; sampling october. Primary study Clarke2014: Clarke, P. J., Prior, L. D., French, B. J., Vincent, B., Knox, K. J., & Bowman, D. M. (2014). Using a rainforest-flame forest mosaic to test the hypothesis that leaf and litter fuel flammability is under natural selection. Oecologia, 176, 1123-33.",,"{""value"":5.2,""scale"":""FLAMITS — time to flaming (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomatia-arborescens,Lomatia arborescens,Lomatia arborescens,Proteaceae,shrub,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomatia-arborescens/,flamits,https://fireapproved.com/plants/source/flamits/,Clarke2014,,not-rated,flaming duration (s): 14.6,"FLAMITS record 1237; Sustainability measurement; plant part leaves; fuel dead; predrying yes; device burning bench; site Clarke2014-1; sampling october. Primary study Clarke2014: Clarke, P. J., Prior, L. D., French, B. J., Vincent, B., Knox, K. J., & Bowman, D. M. (2014). Using a rainforest-flame forest mosaic to test the hypothesis that leaf and litter fuel flammability is under natural selection. Oecologia, 176, 1123-33.",,"{""value"":14.6,""scale"":""FLAMITS — flaming duration (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomatia-arborescens,Lomatia arborescens,Lomatia arborescens,Proteaceae,shrub,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomatia-arborescens/,flamits,https://fireapproved.com/plants/source/flamits/,Clarke2014,,not-rated,time to flaming (s): 11.1,"FLAMITS record 1261; Ignitability measurement; plant part leaves; fuel live; predrying no; device burning bench; site Clarke2014-1; sampling october. Primary study Clarke2014: Clarke, P. J., Prior, L. D., French, B. J., Vincent, B., Knox, K. J., & Bowman, D. M. (2014). Using a rainforest-flame forest mosaic to test the hypothesis that leaf and litter fuel flammability is under natural selection. Oecologia, 176, 1123-33.",,"{""value"":11.1,""scale"":""FLAMITS — time to flaming (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomatia-arborescens,Lomatia arborescens,Lomatia arborescens,Proteaceae,shrub,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomatia-arborescens/,flamits,https://fireapproved.com/plants/source/flamits/,Clarke2014,,not-rated,flaming duration (s): 8.6,"FLAMITS record 1285; Sustainability measurement; plant part leaves; fuel live; predrying no; device burning bench; site Clarke2014-1; sampling october. Primary study Clarke2014: Clarke, P. J., Prior, L. D., French, B. J., Vincent, B., Knox, K. J., & Bowman, D. M. (2014). Using a rainforest-flame forest mosaic to test the hypothesis that leaf and litter fuel flammability is under natural selection. Oecologia, 176, 1123-33.",,"{""value"":8.6,""scale"":""FLAMITS — flaming duration (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomatia-arborescens,Lomatia arborescens,Lomatia arborescens,Proteaceae,shrub,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomatia-arborescens/,flamits,https://fireapproved.com/plants/source/flamits/,Gill1996,,not-rated,time to flaming (s): 18.88,"FLAMITS record 3847; Ignitability measurement; plant part leaves; fuel live; predrying no; device muffle furnace; site Gill1996-1; sampling march to april. Primary study Gill1996: Gill, M., & Moore, P. (1996). Ignitibility of leaves of Australian plants. Centre for Plant Biodiversity Research, CSIRO Plant Industry.",,"{""value"":18.88,""scale"":""FLAMITS — time to flaming (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomatia-arborescens,Lomatia arborescens,Lomatia arborescens,Proteaceae,shrub,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomatia-arborescens/,flamits,https://fireapproved.com/plants/source/flamits/,Gill1996,,not-rated,time to flaming (s): 4.39,"FLAMITS record 3896; Ignitability measurement; plant part leaves; fuel live; predrying yes; device muffle furnace; site Gill1996-1; sampling march to april. Primary study Gill1996: Gill, M., & Moore, P. (1996). Ignitibility of leaves of Australian plants. Centre for Plant Biodiversity Research, CSIRO Plant Industry.",,"{""value"":4.39,""scale"":""FLAMITS — time to flaming (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomatia-fraxinifolia,Lomatia fraxinifolia,Lomatia fraxinifolia,Proteaceae,tree,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomatia-fraxinifolia/,flamits,https://fireapproved.com/plants/source/flamits/,Potts2022,,not-rated,estimated burnt biomass (%): 93,"FLAMITS record 14986; Consumability measurement; plant part branches; fuel all; predrying yes; device grill; site Potts2022-1; sampling ND. Primary study Potts2022: Potts, E., Tng, D., Apgaua, D., Curran, T. J., Engert, J., & Laurance, S. G. (2022). Growth form and functional traits influence the shoot flammability of tropical rainforest species. Forest Ecology and Management, 522, 120485.",,"{""value"":93,""scale"":""FLAMITS — estimated burnt biomass (%)""}",shoot,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomatia-fraxinifolia,Lomatia fraxinifolia,Lomatia fraxinifolia,Proteaceae,tree,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomatia-fraxinifolia/,flamits,https://fireapproved.com/plants/source/flamits/,Potts2022,,not-rated,burning duration (s): 20.98,"FLAMITS record 15110; Sustainability measurement; plant part branches; fuel all; predrying yes; device grill; site Potts2022-1; sampling ND. Primary study Potts2022: Potts, E., Tng, D., Apgaua, D., Curran, T. J., Engert, J., & Laurance, S. G. (2022). Growth form and functional traits influence the shoot flammability of tropical rainforest species. Forest Ecology and Management, 522, 120485.",,"{""value"":20.98,""scale"":""FLAMITS — burning duration (s)""}",shoot,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomatia-fraxinifolia,Lomatia fraxinifolia,Lomatia fraxinifolia,Proteaceae,tree,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomatia-fraxinifolia/,flamits,https://fireapproved.com/plants/source/flamits/,Potts2022,,not-rated,maximum sample temperature (°C): 744.7,"FLAMITS record 15234; Combustibility measurement; plant part branches; fuel all; predrying yes; device grill; site Potts2022-1; sampling ND. Primary study Potts2022: Potts, E., Tng, D., Apgaua, D., Curran, T. J., Engert, J., & Laurance, S. G. (2022). Growth form and functional traits influence the shoot flammability of tropical rainforest species. Forest Ecology and Management, 522, 120485.",,"{""value"":744.7,""scale"":""FLAMITS — maximum sample temperature (°C)""}",shoot,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomatia-hirsuta,Lomatia hirsuta,Lomatia hirsuta,Proteaceae,tree,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomatia-hirsuta/,flamits,https://fireapproved.com/plants/source/flamits/,Bianchi2015,,not-rated,time to flaming (s): 17.2,"FLAMITS record 665; Ignitability measurement; plant part leaves; fuel live; predrying no; device epiradiator; site Bianchi2015-1; sampling november to april. Primary study Bianchi2015: Bianchi, L. O., & Defossé, G. E. (2015). Live fuel moisture content and leaf ignition of forest species in Andean Patagonia, Argentina. International Journal of Wildland Fire, 24, 340-348.",,"{""value"":17.2,""scale"":""FLAMITS — time to flaming (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomatia-hirsuta,Lomatia hirsuta,Lomatia hirsuta,Proteaceae,tree,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomatia-hirsuta/,flamits,https://fireapproved.com/plants/source/flamits/,Bianchi2015,,not-rated,ignition frequency (%): 62.93,"FLAMITS record 671; Ignitability measurement; plant part leaves; fuel live; predrying no; device epiradiator; site Bianchi2015-1; sampling november to april. Primary study Bianchi2015: Bianchi, L. O., & Defossé, G. E. (2015). Live fuel moisture content and leaf ignition of forest species in Andean Patagonia, Argentina. International Journal of Wildland Fire, 24, 340-348.",,"{""value"":62.93,""scale"":""FLAMITS — ignition frequency (%)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomatia-hirsuta,Lomatia hirsuta,Lomatia hirsuta,Proteaceae,tree,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomatia-hirsuta/,flamits,https://fireapproved.com/plants/source/flamits/,Bianchi2015,,not-rated,burning duration (s): 13.5,"FLAMITS record 677; Sustainability measurement; plant part leaves; fuel live; predrying no; device epiradiator; site Bianchi2015-1; sampling november to april. Primary study Bianchi2015: Bianchi, L. O., & Defossé, G. E. (2015). Live fuel moisture content and leaf ignition of forest species in Andean Patagonia, Argentina. International Journal of Wildland Fire, 24, 340-348.",,"{""value"":13.5,""scale"":""FLAMITS — burning duration (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomatia-hirsuta,Lomatia hirsuta,Lomatia hirsuta,Proteaceae,tree,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomatia-hirsuta/,flamits,https://fireapproved.com/plants/source/flamits/,Bianchi2019,,not-rated,time to flaming (s): 17.7,"FLAMITS record 689; Ignitability measurement; plant part leaves; fuel live; predrying no; device epiradiator; site Bianchi2019-1; sampling summer. Primary study Bianchi2019: Bianchi, L. O., Oddi, F .J., Muñoz, M., & Defossé, G. E. (2019). Comparison of leaf moisture content and ignition characteristics among native species and exotic conifers in Northwestern Patagonia, Argentina. Forest Science, 65, 375-386.",,"{""value"":17.7,""scale"":""FLAMITS — time to flaming (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomatia-hirsuta,Lomatia hirsuta,Lomatia hirsuta,Proteaceae,tree,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomatia-hirsuta/,flamits,https://fireapproved.com/plants/source/flamits/,Bianchi2019,,not-rated,burning duration (s): 13.2,"FLAMITS record 707; Sustainability measurement; plant part leaves; fuel live; predrying no; device epiradiator; site Bianchi2019-1; sampling summer. Primary study Bianchi2019: Bianchi, L. O., Oddi, F .J., Muñoz, M., & Defossé, G. E. (2019). Comparison of leaf moisture content and ignition characteristics among native species and exotic conifers in Northwestern Patagonia, Argentina. Forest Science, 65, 375-386.",,"{""value"":13.2,""scale"":""FLAMITS — burning duration (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomatia-hirsuta,Lomatia hirsuta,Lomatia hirsuta,Proteaceae,tree,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomatia-hirsuta/,flamits,https://fireapproved.com/plants/source/flamits/,Bianchi2019,,not-rated,flammability value: 2.5,"FLAMITS record 725; Ignitability measurement; plant part leaves; fuel live; predrying no; device epiradiator; site Bianchi2019-1; sampling summer. Primary study Bianchi2019: Bianchi, L. O., Oddi, F .J., Muñoz, M., & Defossé, G. E. (2019). Comparison of leaf moisture content and ignition characteristics among native species and exotic conifers in Northwestern Patagonia, Argentina. Forest Science, 65, 375-386.",,"{""value"":2.5,""scale"":""FLAMITS — flammability value""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
lomatia-hirsuta,Lomatia hirsuta,Lomatia hirsuta,Proteaceae,tree,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/lomatia-hirsuta/,flamits,https://fireapproved.com/plants/source/flamits/,Bianchi2019,,not-rated,ignition frequency (%): 62.79,"FLAMITS record 743; Ignitability measurement; plant part leaves; fuel live; predrying no; device epiradiator; site Bianchi2019-1; sampling summer. Primary study Bianchi2019: Bianchi, L. O., Oddi, F .J., Muñoz, M., & Defossé, G. E. (2019). Comparison of leaf moisture content and ignition characteristics among native species and exotic conifers in Northwestern Patagonia, Argentina. Forest Science, 65, 375-386.",,"{""value"":62.79,""scale"":""FLAMITS — ignition frequency (%)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
